Attrition_Flag,Gender,Dependent_count,Education_Level,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Amt_Chng_Q4_Q1,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Married,Single,Unknown,Age_Under 30,Age_30-40,Age_40-50,Age_50-60,Total_Trans_Amt_Binned_Low,Total_Trans_Amt_Binned_Medium,Total_Trans_Amt_Binned_High,Avg_Open_To_Buy_Binned_Low,Avg_Open_To_Buy_Binned_Medium,Avg_Open_To_Buy_Binned_High,Total_Revolving_Bal_Binned_Low,Total_Revolving_Bal_Binned_Medium,Total_Revolving_Bal_Binned_High
0,0.0,1,1,4,1,53,4,1,3,1.0,7391.0,74,0.925,0.682,0,1,0,False,False,False,True,False,True,False,False,True,False,False,True,False
0,1.0,4,4,-1,1,36,6,1,0,0.0,1192.0,87,0.589,0.812,0,1,0,False,False,True,False,False,True,False,True,False,False,False,False,True
0,0.0,2,3,5,1,36,5,2,3,1.0,8530.0,68,0.88,0.838,0,1,0,False,False,False,True,False,True,False,False,True,False,False,False,True
1,0.0,0,3,2,1,56,2,5,4,1.0,1739.0,39,0.612,0.696,0,1,0,False,False,False,False,False,True,False,True,False,False,False,False,True
0,0.0,0,1,2,1,53,3,2,2,1.0,894.0,67,1.082,0.675,0,1,0,False,False,False,False,False,True,False,True,False,False,False,False,True
0,0.0,5,3,2,1,38,3,3,2,1.0,6499.0,71,0.365,0.651,0,0,1,False,False,True,False,False,True,False,False,True,False,False,True,False
0,0.0,5,3,5,1,27,5,2,3,1.0,29657.0,82,0.516,0.64,0,0,1,False,True,False,False,False,True,False,False,False,False,False,False,True
0,0.0,3,2,3,1,34,3,3,3,1.0,18486.0,54,0.898,0.636,0,0,0,False,True,False,False,False,True,False,False,False,True,False,True,False
0,0.0,2,0,2,1,19,4,3,3,1.0,4893.0,89,0.587,0.935,0,1,0,False,True,False,False,False,True,False,False,True,False,False,False,True
0,0.0,3,3,3,1,36,6,3,4,1.0,12106.0,72,0.686,0.674,1,0,0,False,True,False,False,False,True,False,False,True,False,False,True,False
1,1.0,2,4,1,1,37,3,3,1,0.0,519.0,42,0.882,0.615,0,1,0,False,False,True,False,False,True,False,True,False,False,False,False,True
0,0.0,4,1,3,1,30,6,3,3,1.0,16575.0,77,0.76,0.878,1,0,0,False,False,True,False,False,True,False,False,False,True,False,False,False
0,0.0,1,3,3,1,34,5,3,4,1.0,21414.0,85,0.558,0.809,0,1,0,False,True,False,False,False,True,False,False,False,True,False,False,True
0,0.0,0,0,5,1,41,4,1,0,1.0,23898.0,66,0.486,0.61,0,0,0,False,False,False,True,False,True,False,False,False,True,False,False,False
0,1.0,4,-1,1,1,36,5,3,2,0.0,3793.0,64,0.801,0.829,0,0,1,False,False,True,False,False,True,False,True,False,False,False,True,False
0,1.0,5,3,1,1,36,5,3,0,0.0,5898.0,79,0.816,0.927,1,0,0,False,False,True,False,False,True,False,False,True,False,False,True,False
0,0.0,1,3,4,1,31,4,1,2,1.0,17271.0,56,0.931,1.0,0,1,0,False,False,True,False,False,True,False,False,False,True,False,True,False
0,1.0,3,4,1,1,28,3,4,3,0.0,3697.0,49,0.887,0.69,0,0,0,False,False,True,False,False,True,False,False,True,False,False,False,True
0,1.0,0,0,1,1,54,6,5,2,0.0,5941.0,62,0.641,0.771,0,1,0,False,False,False,False,False,False,True,False,True,False,False,False,True
0,0.0,4,0,1,1,39,6,1,4,1.0,5402.0,71,1.002,0.543,1,0,0,False,False,True,False,False,True,False,False,True,False,False,False,True
0,1.0,0,1,-1,1,51,4,2,2,0.0,8476.0,67,0.675,0.489,0,1,0,False,False,False,False,False,True,False,False,True,False,False,False,False
0,0.0,1,-1,5,1,31,5,1,2,1.0,24025.0,70,0.686,0.75,1,0,0,False,False,False,True,False,True,False,False,False,True,False,False,True
0,0.0,4,3,4,1,36,4,1,4,1.0,519.0,71,0.589,0.449,0,1,0,False,False,True,False,False,True,False,True,False,False,False,True,False
0,1.0,5,4,1,1,40,3,3,4,0.0,3480.0,66,0.908,0.65,1,0,0,False,False,True,False,False,True,False,True,False,False,False,True,False
0,0.0,4,3,5,1,36,5,2,3,1.0,33636.0,64,0.687,0.455,1,0,0,False,False,True,False,False,True,False,False,False,False,False,True,False
0,1.0,3,3,1,1,39,4,2,0,0.0,3408.0,75,0.65,0.705,0,0,1,False,False,True,False,False,True,False,True,False,False,False,True,False
0,1.0,2,3,-1,1,27,4,2,3,0.0,12183.0,66,1.055,0.737,0,1,0,False,True,False,False,False,True,False,False,True,False,False,True,False
0,1.0,1,5,1,1,27,5,3,3,0.0,275.0,72,0.95,0.5,1,0,0,False,False,True,False,False,True,False,True,False,False,False,False,True
0,0.0,3,0,4,1,13,4,2,3,1.0,16278.0,77,1.064,0.878,0,0,0,False,False,True,False,False,True,False,False,False,True,False,False,True
0,1.0,3,3,1,1,37,6,1,0,0.0,9013.0,71,0.597,0.614,0,0,0,False,False,True,False,False,True,False,False,True,False,False,False,False
0,1.0,2,3,-1,1,29,5,2,2,0.0,16757.0,86,0.832,0.686,1,0,0,False,True,False,False,False,True,False,False,False,True,False,False,True
0,1.0,3,3,-1,1,39,5,3,2,0.0,2058.0,64,0.514,0.73,1,0,0,False,False,True,False,False,True,False,True,False,False,False,True,False
0,0.0,3,0,1,1,38,4,3,1,1.0,6399.0,72,0.726,0.714,1,0,0,False,False,True,False,False,True,False,False,True,False,False,False,True
0,0.0,0,1,2,1,36,6,3,2,1.0,4115.0,72,0.775,0.6,0,0,0,False,True,False,False,False,True,False,False,True,False,False,False,True
0,0.0,1,3,3,1,37,5,1,4,1.0,3642.0,70,0.308,0.556,1,0,0,False,False,True,False,False,True,False,True,False,False,False,True,False
1,1.0,1,1,2,1,56,3,5,1,0.0,1290.0,36,0.506,0.5,0,0,1,False,False,False,False,False,True,False,True,False,False,False,False,True
0,1.0,2,0,2,1,37,6,1,3,0.0,875.0,84,0.528,0.68,0,1,0,False,False,True,False,False,True,False,True,False,False,False,False,True
1,0.0,3,-1,3,1,40,3,5,3,1.0,3442.0,51,1.084,0.545,1,0,0,False,False,True,False,False,True,False,True,False,False,False,True,False
0,0.0,4,3,1,1,36,3,2,3,1.0,1980.0,77,0.934,0.878,0,1,0,False,False,False,True,False,True,False,True,False,False,False,True,False
0,1.0,1,1,1,1,43,4,1,4,0.0,805.0,78,0.899,0.5,1,0,0,False,False,False,True,False,True,False,True,False,False,False,True,False
0,1.0,3,-1,1,1,41,5,1,2,0.0,2286.0,66,0.616,0.571,0,1,0,False,False,False,True,False,True,False,True,False,False,False,True,False
1,0.0,2,-1,3,1,26,2,2,3,1.0,10123.0,31,0.462,0.476,0,0,1,False,True,False,False,False,True,False,False,True,False,False,True,False
0,0.0,3,1,3,1,26,6,1,4,1.0,23059.0,60,0.528,0.935,0,1,0,False,True,False,False,False,True,False,False,False,True,False,True,False
1,0.0,4,3,5,1,36,1,3,4,1.0,33384.0,46,0.631,0.769,0,1,0,False,False,True,False,False,True,False,False,False,False,False,False,False
0,1.0,3,3,1,1,40,6,2,2,0.0,230.0,68,1.107,0.511,1,0,0,False,False,True,False,False,True,False,True,False,False,False,False,True
0,1.0,3,3,1,1,36,6,1,3,0.0,5640.0,85,0.823,0.635,1,0,0,False,True,False,False,False,True,False,False,True,False,False,False,True
0,0.0,2,0,4,1,44,6,2,2,1.0,12680.0,70,0.575,0.556,1,0,0,False,False,True,False,False,True,False,False,True,False,False,True,False
1,1.0,1,2,1,1,56,3,1,2,0.0,6167.0,43,0.422,0.536,0,0,1,False,False,False,False,False,True,False,False,True,False,False,False,False
0,1.0,4,0,-1,1,39,5,2,3,0.0,9813.0,65,0.871,0.548,0,0,1,False,False,True,False,False,True,False,False,True,False,False,False,True
0,1.0,3,5,2,1,35,3,3,2,0.0,355.0,62,0.606,0.824,0,1,0,False,False,True,False,False,True,False,True,False,False,False,False,True
1,1.0,2,3,-1,1,39,6,3,3,0.0,3280.0,42,0.564,1.0,1,0,0,False,False,True,False,False,True,False,False,True,False,False,False,True
0,0.0,1,3,1,1,45,5,3,2,1.0,4417.0,72,0.904,0.895,0,1,0,False,False,False,False,False,True,False,True,False,False,False,False,False
0,1.0,3,0,1,1,39,4,3,4,0.0,1483.0,64,0.703,0.882,0,1,0,False,False,True,False,False,True,False,True,False,False,False,False,True
0,1.0,3,3,1,2,34,3,2,2,0.0,11734.0,73,0.742,0.553,0,1,0,False,False,False,True,False,True,False,False,True,False,False,True,False
0,1.0,2,-1,1,1,46,5,2,2,0.0,3554.0,64,0.421,0.6,0,1,0,False,False,False,True,False,True,False,False,True,False,False,False,True
0,0.0,0,3,1,1,56,6,1,3,1.0,2717.0,59,0.736,0.475,0,1,0,False,False,False,False,False,True,False,True,False,False,False,False,False
0,0.0,2,3,3,1,41,4,3,3,1.0,433.0,68,0.635,0.417,1,0,0,False,False,False,True,False,True,False,True,False,False,False,False,True
0,0.0,3,0,4,1,35,5,1,4,1.0,16054.0,75,0.446,0.705,0,1,0,False,False,True,False,False,True,False,False,False,True,False,False,False
0,0.0,2,1,2,1,31,6,3,4,1.0,3216.0,81,0.683,1.077,0,1,0,False,True,False,False,False,True,False,True,False,False,False,False,False
1,1.0,4,3,1,1,36,2,3,5,0.0,1438.3,44,0.314,0.467,1,0,0,False,False,False,True,False,True,False,True,False,False,False,False,False
0,1.0,2,1,-1,1,39,3,1,2,0.0,11003.0,63,0.537,0.75,1,0,0,False,False,True,False,False,True,False,False,True,False,False,True,False
0,1.0,2,5,-1,1,47,6,1,3,0.0,5794.0,73,0.732,0.587,1,0,0,False,False,False,True,False,True,False,False,True,False,False,False,False
0,1.0,0,3,1,1,42,5,3,2,0.0,933.0,72,1.056,0.6,1,0,0,False,False,False,True,False,True,False,True,False,False,False,True,False
0,1.0,1,0,1,1,30,3,2,1,0.0,933.0,33,0.562,1.062,1,0,0,False,True,False,False,False,True,False,True,False,False,False,False,True
0,0.0,3,5,3,1,34,5,3,2,1.0,12420.0,70,0.709,0.628,0,1,0,False,False,True,False,False,True,False,False,True,False,False,False,False
0,0.0,3,3,3,1,29,5,3,3,1.0,1111.0,52,0.809,0.926,0,1,0,False,False,True,False,False,True,False,True,False,False,False,False,True
1,1.0,1,3,1,1,36,2,3,2,0.0,2886.0,50,0.587,0.429,0,1,0,False,False,True,False,False,True,False,True,False,False,False,False,False
0,0.0,2,-1,2,1,40,6,4,3,1.0,7037.0,71,0.583,0.69,0,1,0,False,False,True,False,False,True,False,False,True,False,False,False,False
0,1.0,2,3,1,1,36,6,3,0,0.0,6075.0,65,0.503,0.711,0,0,0,False,False,True,False,False,True,False,False,True,False,False,True,False
1,1.0,1,-1,1,1,36,3,3,4,0.0,1896.0,50,0.747,0.562,0,1,0,False,False,False,False,False,True,False,True,False,False,False,False,False
0,0.0,4,4,3,1,42,6,2,1,1.0,11634.0,74,0.52,0.574,1,0,0,False,False,True,False,False,True,False,False,True,False,False,False,False
1,1.0,2,5,1,4,42,3,2,3,0.0,15794.0,46,0.435,0.394,1,0,0,False,False,False,True,False,True,False,False,False,True,True,False,False
1,1.0,2,0,-1,1,36,1,3,3,0.0,12002.0,43,0.614,0.654,1,0,0,False,False,True,False,False,True,False,False,True,False,False,False,True
0,0.0,1,-1,2,1,52,3,2,3,1.0,1363.0,65,0.673,0.97,0,1,0,False,False,False,True,False,True,False,True,False,False,False,False,True
0,1.0,2,2,1,1,21,4,1,2,0.0,6899.0,71,0.771,0.69,0,1,0,False,True,False,False,False,True,False,False,True,False,False,False,False
0,0.0,2,3,3,1,39,4,1,4,1.0,4232.0,77,1.008,0.711,1,0,0,False,False,True,False,False,True,False,False,True,False,False,False,True
0,1.0,3,3,1,1,36,5,3,4,0.0,3440.0,72,0.58,0.44,0,0,1,False,False,True,False,False,True,False,False,True,False,False,False,True
1,0.0,4,3,5,1,35,3,4,3,1.0,7015.0,51,0.456,0.645,0,1,0,False,False,True,False,False,True,False,False,True,False,False,False,False
0,0.0,2,0,5,1,41,4,2,3,1.0,30560.0,55,0.721,0.719,0,0,0,False,False,False,True,False,True,False,False,False,False,False,False,False
1,0.0,3,-1,4,1,44,1,3,4,1.0,4384.0,49,0.684,0.581,0,1,0,False,False,True,False,False,True,False,True,False,False,False,False,False
0,1.0,5,-1,1,1,40,5,1,3,0.0,950.0,79,0.882,0.837,1,0,0,False,False,True,False,False,True,False,True,False,False,False,False,True
1,0.0,3,1,3,1,34,6,3,3,1.0,1511.0,35,0.432,0.591,1,0,0,False,False,True,False,False,True,False,True,False,False,False,False,False
1,1.0,3,3,-1,1,31,2,3,4,0.0,4946.0,38,0.54,0.407,0,1,0,False,False,True,False,False,True,False,True,False,False,False,False,False
0,1.0,3,0,1,1,47,3,3,3,0.0,5517.0,76,1.008,0.583,0,1,0,False,False,False,True,False,True,False,False,True,False,False,False,True
1,0.0,2,0,3,2,49,4,3,3,1.0,32182.0,46,0.52,0.704,0,1,0,False,False,False,True,False,True,False,False,False,False,False,False,False
0,0.0,4,0,3,1,42,4,1,2,1.0,4501.0,63,0.858,0.658,1,0,0,False,False,True,False,False,True,False,False,True,False,False,True,False
0,1.0,4,-1,2,1,36,4,3,2,0.0,9086.0,72,0.625,0.5,0,1,0,False,False,True,False,False,True,False,False,True,False,False,True,False
0,0.0,1,1,3,1,21,3,2,2,1.0,20352.0,70,0.878,0.628,0,1,0,False,True,False,False,False,True,False,False,False,True,False,False,True
0,1.0,3,-1,1,1,39,4,3,3,0.0,628.0,42,0.443,0.5,1,0,0,False,False,True,False,False,True,False,True,False,False,False,False,True
0,0.0,1,5,4,1,41,6,1,2,1.0,1085.0,73,0.669,0.825,0,1,0,False,False,True,False,False,True,False,True,False,False,False,False,True
0,1.0,2,1,1,1,26,4,3,4,0.0,1438.3,77,0.71,0.604,0,1,0,False,False,True,False,False,True,False,True,False,False,False,False,False
1,1.0,2,4,2,1,34,3,3,3,0.0,4855.0,42,0.62,0.4,0,1,0,False,False,True,False,False,True,False,False,True,False,False,True,False
0,0.0,4,1,4,1,40,6,2,3,1.0,5022.0,58,0.492,0.758,1,0,0,False,False,True,False,False,True,False,False,True,False,False,True,False
0,0.0,3,3,3,1,31,5,2,2,1.0,933.0,45,0.398,1.143,1,0,0,False,False,True,False,False,True,False,True,False,False,False,True,False
0,1.0,4,0,1,1,36,5,2,4,0.0,397.0,87,0.709,0.706,0,1,0,False,False,True,False,False,True,False,True,False,False,False,True,False
0,0.0,2,2,4,1,24,3,2,4,1.0,14320.0,77,0.754,0.791,0,0,1,False,False,True,False,False,True,False,False,True,False,False,False,False
0,1.0,0,3,1,1,48,4,3,3,0.0,4087.0,65,0.973,0.711,0,1,0,False,False,False,True,False,True,False,False,True,False,False,False,True
0,1.0,2,0,1,1,34,6,2,3,0.0,7109.0,72,0.555,0.756,1,0,0,False,False,True,False,False,True,False,False,True,False,False,False,True
0,1.0,0,0,1,1,36,3,1,3,0.0,5754.0,73,0.553,0.587,0,1,0,False,False,False,False,False,True,False,False,True,False,False,True,False
0,0.0,5,0,2,1,40,6,2,2,1.0,6458.0,48,0.807,1.286,0,1,0,False,False,True,False,False,True,False,False,True,False,False,True,False
0,1.0,4,1,1,1,18,4,1,2,0.0,635.0,66,0.86,0.571,0,1,0,False,True,False,False,False,True,False,True,False,False,False,True,False
0,1.0,2,3,1,1,40,4,2,4,0.0,799.3,85,0.768,0.735,0,1,0,False,False,True,False,False,True,False,True,False,False,False,True,False
0,0.0,3,3,4,1,37,5,2,1,1.0,33100.0,65,0.491,0.512,1,0,0,False,False,True,False,False,True,False,False,False,False,False,True,False
0,0.0,2,1,2,1,36,6,3,2,1.0,2286.0,75,0.766,0.562,1,0,0,False,False,True,False,False,True,False,True,False,False,False,False,True
0,1.0,2,5,1,1,31,6,3,2,0.0,569.0,75,0.865,0.667,0,1,0,False,True,False,False,False,True,False,True,False,False,False,True,False
0,0.0,3,3,5,1,32,4,2,2,1.0,33172.0,92,0.523,0.673,1,0,0,False,False,True,False,False,True,False,False,False,False,False,True,False
1,0.0,1,2,4,1,48,3,3,3,1.0,6846.0,35,0.62,0.522,0,1,0,False,False,False,True,False,True,False,False,True,False,False,False,False
0,0.0,1,0,2,1,36,5,1,4,1.0,1036.0,74,0.754,0.947,1,0,0,False,False,True,False,False,True,False,True,False,False,False,True,False
1,0.0,3,0,4,1,30,3,2,4,1.0,11336.0,39,0.691,0.345,0,1,0,False,False,True,False,False,True,False,False,True,False,False,False,False
0,0.0,1,5,3,1,36,3,3,3,1.0,14055.0,68,0.839,0.619,0,1,0,False,False,False,True,False,True,False,False,False,True,False,True,False
1,0.0,3,1,4,1,34,3,3,3,1.0,21359.0,63,0.551,0.853,1,0,0,False,False,True,False,False,True,False,False,False,True,False,False,False
0,0.0,2,0,4,1,37,3,3,4,1.0,17774.0,66,0.679,1.0,0,1,0,False,False,True,False,False,True,False,False,False,True,False,False,True
0,0.0,2,0,3,1,13,4,2,2,1.0,299.0,77,0.942,0.674,1,0,0,False,False,True,False,False,True,False,True,False,False,False,False,True
0,1.0,1,1,1,1,43,3,2,2,0.0,989.0,68,0.577,0.7,0,1,0,False,False,False,True,False,True,False,True,False,False,False,False,True
0,1.0,4,0,2,1,22,5,2,3,0.0,6510.0,37,0.491,0.37,0,1,0,False,False,True,False,False,True,False,False,True,False,False,True,False
0,0.0,4,4,2,2,30,6,3,3,1.0,14150.0,66,1.004,0.833,1,0,0,False,False,True,False,False,True,False,False,False,True,False,False,True
0,1.0,4,3,-1,1,40,3,2,2,0.0,10305.0,67,0.915,0.634,0,1,0,False,False,True,False,False,True,False,False,True,False,False,True,False
0,1.0,3,0,1,1,31,6,3,3,0.0,1125.0,64,0.532,0.455,1,0,0,False,False,True,False,False,True,False,True,False,False,False,False,True
0,0.0,2,1,5,1,36,4,3,2,1.0,9945.0,68,0.606,0.581,1,0,0,False,False,True,False,False,True,False,False,True,False,False,True,False
0,1.0,3,1,1,1,26,3,1,2,0.0,701.0,67,0.81,0.489,0,1,0,False,True,False,False,False,True,False,True,False,False,False,False,True
0,1.0,1,3,1,1,36,3,3,3,0.0,965.0,85,0.432,0.545,1,0,0,False,False,True,False,False,True,False,True,False,False,False,False,True
0,1.0,3,2,1,1,30,6,3,3,0.0,2486.0,67,0.705,0.861,0,1,0,False,False,True,False,False,True,False,True,False,False,False,False,True
1,0.0,4,-1,4,1,41,2,3,6,1.0,3449.0,35,0.573,0.346,1,0,0,False,False,True,False,False,True,False,True,False,False,False,True,False
0,1.0,0,3,-1,1,36,3,3,4,0.0,324.0,71,0.628,0.578,0,0,1,False,False,False,False,False,True,False,True,False,False,False,False,True
0,0.0,1,0,4,1,46,4,1,4,1.0,3732.0,68,0.751,0.789,0,0,1,False,False,False,True,False,True,False,False,True,False,False,False,True
0,1.0,2,1,1,1,35,4,6,1,0.0,415.0,64,1.087,0.73,0,1,0,False,False,True,False,False,True,False,True,False,False,False,True,False
0,0.0,1,3,4,1,31,5,3,4,1.0,8015.0,40,0.545,1.105,1,0,0,False,False,True,False,False,True,False,False,True,False,False,False,True
0,1.0,3,4,1,1,23,5,3,3,0.0,3190.0,64,0.63,0.524,0,0,1,False,False,True,False,False,True,False,True,False,False,False,True,False
0,1.0,5,0,1,1,38,6,1,4,0.0,997.0,80,0.853,0.702,0,1,0,False,False,True,False,False,True,False,True,False,False,False,False,True
0,1.0,2,-1,1,1,36,4,2,2,0.0,1738.0,62,1.124,0.938,0,0,1,False,False,True,False,False,True,False,True,False,False,False,False,False
1,1.0,3,1,2,1,36,1,3,4,0.0,4527.0,37,0.801,0.37,1,0,0,False,False,True,False,False,True,False,True,False,False,False,False,False
0,0.0,0,1,4,2,35,5,2,3,1.0,32582.0,73,0.626,0.553,0,0,1,False,False,True,False,False,True,False,False,False,False,False,False,True
0,0.0,5,4,1,1,41,4,2,1,1.0,3532.0,56,0.82,0.6,1,0,0,False,False,True,False,False,True,False,True,False,False,False,False,False
0,1.0,2,3,-1,1,41,5,2,4,0.0,2356.0,61,0.788,0.605,0,1,0,False,False,True,False,False,True,False,True,False,False,False,False,True
0,1.0,3,3,1,2,36,6,2,2,0.0,11392.0,63,0.821,0.703,1,0,0,False,False,True,False,False,True,False,False,True,False,False,False,False
0,0.0,1,2,3,1,43,6,3,4,1.0,20476.0,48,0.555,0.714,1,0,0,False,False,True,False,False,True,False,False,False,True,False,False,True
0,1.0,4,3,1,1,25,5,3,2,0.0,990.0,88,0.718,0.796,1,0,0,False,False,True,False,False,True,False,True,False,False,False,False,True
0,0.0,4,0,4,1,36,5,2,2,1.0,5030.0,79,0.619,0.717,1,0,0,False,False,False,True,False,False,True,False,True,False,False,False,True
0,0.0,5,-1,4,1,33,4,2,4,1.0,33015.0,64,0.813,0.641,1,0,0,False,True,False,False,False,True,False,False,False,False,False,False,True
0,0.0,3,0,3,1,36,4,3,3,1.0,11117.0,69,0.814,0.816,1,0,0,False,False,True,False,False,True,False,False,True,False,False,False,False
0,1.0,4,3,-1,1,33,6,3,1,0.0,8307.0,71,0.378,0.543,1,0,0,False,False,True,False,False,True,False,False,True,False,False,False,True
0,0.0,0,1,2,1,36,5,3,2,1.0,5420.0,60,0.81,0.622,0,1,0,False,False,False,True,False,True,False,False,True,False,False,False,False
0,1.0,1,4,1,1,26,4,1,3,0.0,156.0,58,0.561,1.071,0,1,0,False,True,False,False,False,True,False,True,False,False,False,False,True
0,0.0,2,5,2,1,40,4,3,3,1.0,5773.0,78,0.711,0.529,0,1,0,False,False,False,True,False,True,False,False,True,False,False,True,False
0,1.0,0,3,2,1,50,3,2,4,0.0,8835.0,56,0.751,0.806,0,0,0,False,False,False,False,False,True,False,False,True,False,False,False,True
0,1.0,5,-1,-1,1,36,3,1,3,0.0,1780.0,76,0.899,0.551,0,1,0,False,False,False,True,False,True,False,True,False,False,False,True,False
0,0.0,3,1,1,1,33,6,3,1,1.0,6097.0,70,0.957,0.591,0,1,0,False,False,True,False,False,True,False,False,True,False,False,True,False
0,0.0,4,4,5,1,38,5,2,0,1.0,32877.0,74,0.688,0.805,0,1,0,False,False,True,False,False,True,False,False,False,False,False,False,True
0,0.0,3,3,4,1,30,3,1,4,1.0,984.0,39,0.711,0.857,0,0,1,False,False,True,False,False,True,False,True,False,False,False,False,True
0,1.0,1,2,1,1,42,4,2,2,0.0,2431.0,65,0.886,1.097,1,0,0,False,False,False,True,False,True,False,True,False,False,False,False,False
0,1.0,1,2,1,1,36,6,4,1,0.0,1226.0,50,0.771,1.381,1,0,0,False,False,True,False,False,True,False,True,False,False,False,False,True
0,1.0,4,3,1,1,43,3,1,4,0.0,536.0,71,1.008,0.821,0,1,0,False,False,False,True,False,True,False,True,False,False,False,False,True
0,1.0,3,0,1,1,33,6,3,3,0.0,4274.0,58,0.951,0.758,1,0,0,False,False,False,True,False,True,False,False,True,False,False,True,False
0,1.0,2,5,1,1,40,3,4,3,0.0,2928.0,62,0.434,0.632,1,0,0,False,False,True,False,False,True,False,True,False,False,False,True,False
0,0.0,4,3,1,1,34,3,1,2,1.0,765.0,62,0.666,0.824,1,0,0,False,True,False,False,False,True,False,True,False,False,False,False,True
0,0.0,0,1,2,1,36,6,4,1,1.0,1396.0,72,0.371,0.636,0,1,0,False,False,False,False,False,True,False,True,False,False,False,False,True
0,0.0,4,3,3,1,34,6,3,0,1.0,7656.0,44,0.571,0.419,1,0,0,False,False,True,False,False,True,False,False,True,False,False,False,True
0,1.0,0,3,2,1,56,6,2,1,0.0,1564.0,69,0.516,0.605,0,1,0,False,False,False,False,False,True,False,True,False,False,False,False,False
0,1.0,3,-1,2,1,36,5,3,3,0.0,11567.0,55,1.04,0.719,0,1,0,False,False,True,False,False,True,False,False,True,False,False,True,False
0,1.0,3,-1,-1,2,36,6,3,2,0.0,32818.0,68,0.823,0.619,0,1,0,False,False,False,True,False,True,False,False,False,False,False,False,True
1,0.0,2,0,4,1,52,1,2,4,1.0,574.0,49,0.602,0.633,0,1,0,False,False,False,True,False,True,False,True,False,False,False,False,True
0,1.0,1,3,2,1,32,3,3,1,0.0,2709.0,65,0.757,0.625,0,1,0,False,True,False,False,False,True,False,True,False,False,False,True,False
1,1.0,2,1,-1,1,44,4,3,4,0.0,3778.0,45,0.739,0.452,0,1,0,False,False,False,True,False,True,False,True,False,False,False,False,False
0,0.0,3,1,5,1,50,6,2,4,1.0,10337.0,75,0.799,0.63,1,0,0,False,False,False,True,False,True,False,False,True,False,False,False,True
1,1.0,3,1,-1,1,32,1,2,4,0.0,26229.0,46,0.504,0.643,1,0,0,False,False,True,False,False,True,False,False,False,True,False,False,False
0,1.0,4,1,2,1,43,5,3,2,0.0,6894.0,79,1.194,0.612,1,0,0,False,False,False,True,False,True,False,False,True,False,False,True,False
0,0.0,0,0,4,1,36,6,4,4,1.0,3311.0,69,0.798,0.725,0,0,1,False,False,False,True,False,True,False,False,True,False,False,False,True
0,0.0,2,-1,3,1,36,6,1,1,1.0,421.0,85,0.84,0.889,0,0,0,False,False,False,True,False,True,False,True,False,False,False,True,False
0,0.0,4,3,4,1,35,3,2,2,1.0,16651.0,81,0.681,0.8,0,0,0,False,False,True,False,False,True,False,False,False,True,False,False,True
0,1.0,0,1,2,1,49,4,1,1,0.0,3624.0,61,0.838,0.649,0,0,1,False,False,False,False,False,True,False,True,False,False,False,True,False
0,0.0,5,0,4,1,38,3,4,4,1.0,6772.0,68,1.193,0.7,0,1,0,False,False,True,False,False,True,False,False,True,False,False,True,False
0,0.0,1,0,5,1,47,4,2,2,1.0,19526.0,76,0.724,0.617,0,0,1,False,False,False,True,False,True,False,False,False,True,False,True,False
0,1.0,2,-1,2,1,43,3,4,4,0.0,3671.0,43,0.713,1.048,0,1,0,False,False,False,True,False,True,False,False,True,False,False,False,True
0,0.0,3,0,5,1,36,5,3,4,1.0,27319.0,88,0.768,0.66,0,1,0,False,False,True,False,False,True,False,False,False,True,False,True,False
0,1.0,2,4,1,1,30,5,2,3,0.0,453.0,58,1.485,1.0,1,0,0,False,False,True,False,False,True,False,True,False,False,False,True,False
1,0.0,3,1,4,1,36,2,3,4,1.0,29149.0,56,0.615,0.697,1,0,0,False,True,False,False,False,True,False,False,False,True,False,False,False
1,1.0,2,3,1,1,50,4,4,3,0.0,1438.3,33,0.639,0.32,0,0,1,False,False,False,True,False,True,False,True,False,False,False,False,False
0,1.0,1,0,1,1,33,6,4,4,0.0,1980.0,68,1.0,0.7,1,0,0,False,False,True,False,False,True,False,True,False,False,False,True,False
0,1.0,2,1,2,1,25,6,2,3,0.0,1438.3,75,0.783,0.596,0,1,0,False,True,False,False,False,True,False,True,False,False,False,False,False
0,0.0,0,3,3,1,40,4,3,3,1.0,1438.3,66,0.555,0.737,1,0,0,False,False,True,False,False,True,False,True,False,False,False,False,False
1,1.0,3,-1,1,1,28,2,3,3,0.0,1535.0,41,0.544,0.464,1,0,0,False,True,False,False,False,True,False,True,False,False,False,False,False
0,1.0,2,2,2,1,35,4,4,4,0.0,742.3,76,0.888,0.9,0,1,0,False,False,False,True,False,True,False,True,False,False,False,True,False
0,1.0,5,0,1,1,36,6,2,4,0.0,533.0,66,0.847,0.692,1,0,0,False,False,True,False,False,True,False,True,False,False,False,False,True
0,1.0,1,1,2,1,36,5,2,1,0.0,8156.0,73,0.663,0.553,0,1,0,False,False,True,False,False,True,False,False,True,False,False,False,False
0,1.0,3,-1,1,1,34,4,2,1,0.0,7568.0,77,0.958,0.604,0,0,1,False,False,True,False,False,True,False,False,True,False,False,True,False
0,1.0,3,-1,1,1,36,4,4,2,0.0,4663.0,80,0.936,0.667,0,0,1,False,False,True,False,False,True,False,False,True,False,False,True,False
